Affiliation,PIs,Cancer type 
"PRINCIPAL_INVESTIGATOR, Taofeek Owonikoko, MD, PhD, Emory University Winship Cancer Institute","Taofeek Owonikoko, MD, PhD",Lung cancer (Completed)
"STUDY_DIRECTOR, Call 1-877-CTLILLY (1-877-285-4559) or 1-317-615-4559 Mon - Fri 9 AM - 5 PM Eastern time (UTC/GMT - 5 hours, EST), Eli Lilly and Company","Call 1-877-CTLILLY (1-877-285-4559) or 1-317-615-4559 Mon - Fri 9 AM - 5 PM Eastern time (UTC/GMT - 5 hours, EST)",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, OSCAR DIAZ-CAMBRONERO, MD, Hospital Universitario La Fe","OSCAR DIAZ-CAMBRONERO, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Anita Broxson, RN, M.D. Anderson Cancer Center","Anita Broxson, RN",Lung cancer (Completed)
"STUDY_DIRECTOR, Clinical Trials, Hoffmann-La Roche",Clinical Trials,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Shawn Kwatra, MD, Johns Hopkins University","Shawn Kwatra, MD",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"STUDY_CHAIR, Scott Okuno, MD, Mayo Clinic","Scott Okuno, MD",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"STUDY_DIRECTOR, Junyan Zhao, Master, Qianfoshan Hospital|   PRINCIPAL_INVESTIGATOR, Yuanjing Qiao, Master, Shandong University of Traditional Chinese Medicine","Junyan Zhao, Master| Yuanjing Qiao, Master",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, James A Talcott, MD SM, Mount Sinai Beth Israel","James A Talcott, MD SM",Lung cancer (Completed)
"STUDY_CHAIR, Li Sijin, MD, First Affiliated Hospital of Shanxi Medical University","Li Sijin, MD",Lung cancer (Completed)
"STUDY_DIRECTOR, Clinical Sciences & Operations, Sanofi",Clinical Sciences & Operations,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Michael Frass, Prof. Dr., Medical University Vienna","Michael Frass, Prof. Dr.",Lung cancer (Completed)
"STUDY_DIRECTOR, Pfizer CT.gov Call Center, Pfizer",Pfizer CT.gov Call Center,Lung cancer (Completed)
"STUDY_CHAIR, Mary Stuart, MD, AstraZeneca|   PRINCIPAL_INVESTIGATOR, Narikazu Boku, MD, Saint Marianna University School of Medicine","Mary Stuart, MD| Narikazu Boku, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Neil Berinstein, MD, Sunnybrook Health Sciences Centre","Neil Berinstein, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Jim Wright, MD, Juravinski Cancer Centre","Jim Wright, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Christian Nelson, PhD, Memorial Sloan Kettering Cancer Center","Christian Nelson, PhD",Lung cancer (Completed)
"STUDY_DIRECTOR, Lisa Levine, PhD, Varian Medical Systems","Lisa Levine, PhD",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Rupert Bauersachs, MD, Gefäßzentrum, Klinikum Darmstadt|   STUDY_DIRECTOR, David Pittrow, MD, GWT-TUD GmbH","Rupert Bauersachs, MD| David Pittrow, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Helen E Heslop, MD, Center for Cell and Gene Therapy, Baylor College of Medicine","Helen E Heslop, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Armando Santoro, MD, Fondazione Humanitas per la Ricerca","Armando Santoro, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Vaibhav Sahai, MBBS, MS, University of Michigan Rogel Cancer Center","Vaibhav Sahai, MBBS, MS",Lung cancer (Completed)
"STUDY_CHAIR, Thierry Berghmans, MD, European Lung Cancer Working Party","Thierry Berghmans, MD",Lung cancer (Completed)
"STUDY_DIRECTOR, Novartis Pharmaceuticals, Novartis Pharmaceuticals",Novartis Pharmaceuticals,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Susanne M Arnold, MD, Lucille P. Markey Cancer Center at University of Kentucky","Susanne M Arnold, MD",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Rasmus Friis, MD, Department of Oncology, Regional Hospital West Jutland","Rasmus Friis, MD",Lung cancer (Completed)
"STUDY_CHAIR, Kostas N Syrigos, Professor, Oncology Unit University of Athens, Sotiria Hosp, 152 Mesogion Av","Kostas N Syrigos, Professor",Lung cancer (Completed)
"STUDY_CHAIR, Axel R. Hanauske, MD, PhD, MBA, Haemato-Onkologische Praxis und Tagesklinik","Axel R. Hanauske, MD, PhD, MBA",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Vassilis Georgoulias, MD, University Hospital of Crete, Dep of Medical Oncology","Vassilis Georgoulias, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Barbara C Brocki, PT, Department of Occupational Therapy- and Physiotherapy, Aalborg Universityhospital","Barbara C Brocki, PT",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Xian-Chi Li, MD, Xuzhou Central Hospital","Xian-Chi Li, MD",Lung cancer (Completed)
"STUDY_DIRECTOR, Steffen Heeger, MD MSc, Merck KGaA, Darmstadt, Germany","Steffen Heeger, MD MSc",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"STUDY_DIRECTOR, Frédéric Bigot, MD, Institut de Cancérologie de l'Ouest","Frédéric Bigot, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Pnina Rotman-Pikielny, MD, Meir Medical Center, Israel","Pnina Rotman-Pikielny, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Christopher Puccini, MD, University of Utah","Christopher Puccini, MD",Lung cancer (Completed)
NA,Joseph Antin| Frederick Appelbaum| Edward Ball| James Ferrara| Stephen Forman| Alan Gamis| Sergio Giralt| Mary Horowitz| Richard Jones| Joanne Kurtzberg| Gina Laport| Hillard Lazarus| Richard O'Reilly| Edward Stadtmauer| Julie Vose| Daniel Weisdorf| John Wingard,Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Sylvain Grange, MD, CHU SAINT-ETIENNE","Sylvain Grange, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Mordechai Kremer, Prof, Rabin Medical Center, Beilinson","Mordechai Kremer, Prof",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"STUDY_CHAIR, David R Spigel, M.D., SCRI Development Innovations, LLC","David R Spigel, M.D.",Lung cancer (Completed)
"STUDY_DIRECTOR, David Angulo, MD, Scynexis, Inc.","David Angulo, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Dr. Alysa Fairchild, MD FRCPC, AHS Cancer Control Alberta","Dr. Alysa Fairchild, MD FRCPC",Lung cancer (Completed)
"STUDY_DIRECTOR, Call 1-877-CTLILLY (1-877-285-4559) or 1-317-615-4559 Mon - Fri 9 AM - 5 PM Eastern time (UTC/GMT - 5 hours, EST), Eli Lilly and Company","Call 1-877-CTLILLY (1-877-285-4559) or 1-317-615-4559 Mon - Fri 9 AM - 5 PM Eastern time (UTC/GMT - 5 hours, EST)",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Sergey Tjulandin, Prof, Russian Oncological Research Center n.a. N. N. Blokhin RAMS","Sergey Tjulandin, Prof",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Joel M Gelfand, MD MSCE, University of Pennsylvania","Joel M Gelfand, MD MSCE",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Sophia K Smith, PhD, MSW, Duke University School of Nursing","Sophia K Smith, PhD, MSW",Lung cancer (Completed)
"STUDY_DIRECTOR, GSK Clinical Trials, GlaxoSmithKline",GSK Clinical Trials,Lung cancer (Completed)
"STUDY_DIRECTOR, Chun Chen, MD, Fujian Medical University Union Hospital","Chun Chen, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Lawrence Einhorn, M.D., Hoosier Cancer Research Network","Lawrence Einhorn, M.D.",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Dr. Maximilian Diehn MD/PhD, Stanford University",Dr. Maximilian Diehn MD/PhD,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Yuankai Shi, Cancer Institute and Hospital, Chinese Academy of Medical Sciences",Yuankai Shi,Lung cancer (Completed)
"STUDY_DIRECTOR, Medical Director, Merck Sharp & Dohme LLC",Medical Director,Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Tony Bekaii-Saab, Ohio State University",Tony Bekaii-Saab,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Ravi A Madan, M.D., National Cancer Institute (NCI)","Ravi A Madan, M.D.",Lung cancer (Completed)
"STUDY_DIRECTOR, Mary Horowitz, MD, MS, Center for International Blood and Marrow Transplant Research","Mary Horowitz, MD, MS",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Nathaniel Treister, DMD, Brigham and Women's Hospital","Nathaniel Treister, DMD",Lung cancer (Completed)
"STUDY_DIRECTOR, Takumi Kawabe, MD, PhD, CanBas Co. Ltd.","Takumi Kawabe, MD, PhD",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"STUDY_DIRECTOR, Call 1-877-CTLILLY (1-877-285-4559) or 1-317-615-4559 Mon - Fri 9 AM - 5 PM Eastern time (UTC/GMT - 5 hours, EST), Eli Lilly and Company","Call 1-877-CTLILLY (1-877-285-4559) or 1-317-615-4559 Mon - Fri 9 AM - 5 PM Eastern time (UTC/GMT - 5 hours, EST)",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"STUDY_DIRECTOR, Chunling Jiang, PhD, West China Hospital","Chunling Jiang, PhD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, William Hundley, Wake Forest University Health Sciences",William Hundley,Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Shirish Gadgeel, SWOG Cancer Research Network",Shirish Gadgeel,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Christopher Azzoli, MD, Memorial Sloan Kettering Cancer Center","Christopher Azzoli, MD",Lung cancer (Completed)
"STUDY_DIRECTOR, Medical Director, Merck Sharp & Dohme LLC",Medical Director,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Xiaofei Li, PhD, Tang-Du Hospital","Xiaofei Li, PhD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Wei Guo, M.D., Musculoskeletal Tumor Center of Peking University People's Hospital","Wei Guo, M.D.",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Chih-Hsin Yang, MD, PhD, National Taiwan University Hospital","Chih-Hsin Yang, MD, PhD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Anne EM Speckens, Prof. dr., Radboud University Medical Center|   PRINCIPAL_INVESTIGATOR, Miep A van der Drift, Drs., Radboud University Medical Center|   PRINCIPAL_INVESTIGATOR, Judith B Prins, Prof. dr., Radboud University Medical Center","Anne EM Speckens, Prof. dr.| Miep A van der Drift, Drs.| Judith B Prins, Prof. dr.",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Wallace Akerley, MD, University of Utah","Wallace Akerley, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Kittipat Charoenkwan, MD, MSc, Chiang Mai University","Kittipat Charoenkwan, MD, MSc",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Susan F Assmann, PhD, Carelon Research|   PRINCIPAL_INVESTIGATOR, David Kuter, MD, Massachusetts General Hospital|   PRINCIPAL_INVESTIGATOR, Eliot Williams, MD PHD, University of Wisconsin, Madison|   PRINCIPAL_INVESTIGATOR, Kenneth Friedman, MD, Versiti|   PRINCIPAL_INVESTIGATOR, Ronald Go, MD, Gunderson Clinic|   PRINCIPAL_INVESTIGATOR, Keith McCrae, MD, The Cleveland Clinic|   PRINCIPAL_INVESTIGATOR, Ellis Neufeld, MD PHD, Boston Children's Hospital|   PRINCIPAL_INVESTIGATOR, Lynne Uhl, MD, Beth Israel Deaconess Medical Center|   PRINCIPAL_INVESTIGATOR, Judith Lin, MD, Brigham and Women's Hospital|   PRINCIPAL_INVESTIGATOR, James Bussel, MD, Cornell University|   PRINCIPAL_INVESTIGATOR, Thomas Ortel, MD PHD, Duke University|   PRINCIPAL_INVESTIGATOR, Jodi Segal, MD MPH, Johns Hopkins University|   PRINCIPAL_INVESTIGATOR, Barbara Konkle, MD, Bloodworks|   PRINCIPAL_INVESTIGATOR, Cindy Leissinger, MD, Tulane University|   PRINCIPAL_INVESTIGATOR, Thomas Raife, MD, University of Iowa|   PRINCIPAL_INVESTIGATOR, Ann Zimrin, MD, University of Maryland Greenebaum Cancer Center|   PRINCIPAL_INVESTIGATOR, Jeffrey McCullough, MD, University of Minnesota|   PRINCIPAL_INVESTIGATOR, Nigel Key, MD, University of North Carolina, Chapel Hill|   PRINCIPAL_INVESTIGATOR, Bruce Sachais, MD PHD, University of Pennsylvania|   PRINCIPAL_INVESTIGATOR, Joseph Kiss, MD, University of Pittsburgh Institute for Transfusion Medicine","Susan F Assmann, PhD| David Kuter, MD| Eliot Williams, MD PHD| Kenneth Friedman, MD| Ronald Go, MD| Keith McCrae, MD| Ellis Neufeld, MD PHD| Lynne Uhl, MD| Judith Lin, MD| James Bussel, MD| Thomas Ortel, MD PHD| Jodi Segal, MD MPH| Barbara Konkle, MD| Cindy Leissinger, MD| Thomas Raife, MD| Ann Zimrin, MD| Jeffrey McCullough, MD| Nigel Key, MD| Bruce Sachais, MD PHD| Joseph Kiss, MD",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"STUDY_CHAIR, Jie Li, Fudan University",Jie Li,Lung cancer (Completed)
"STUDY_CHAIR, Markus Renschler, MD, Pharmacyclics LLC.","Markus Renschler, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, David R. Spigel, MD, SCRI Development Innovations, LLC","David R. Spigel, MD",Lung cancer (Completed)
"STUDY_DIRECTOR, Siyang Wang, bachelor, Fifth Hospital Affiliated to Sun Yet Sen universty","Siyang Wang, bachelor",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Dongho Kim, MD, Korea Cancer Center Hospital","Dongho Kim, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Paul Paik, Memorial Sloan Kettering Cancer Center",Paul Paik,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Pramila Rani Anne, MD, Thomas Jefferson University","Pramila Rani Anne, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Reza-John Mehran, MD, M.D. Anderson Cancer Center","Reza-John Mehran, MD",Lung cancer (Completed)
"STUDY_DIRECTOR, Bayer Study Director, Bayer",Bayer Study Director,Lung cancer (Completed)
"STUDY_DIRECTOR, Clinical Trials, Hoffmann-La Roche",Clinical Trials,Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"STUDY_CHAIR, Wallace L. Akerley, MD, Boston Medical Center","Wallace L. Akerley, MD",Lung cancer (Completed)
"STUDY_DIRECTOR, Bristol-Myers Squibb, Bristol-Myers Squibb",Bristol-Myers Squibb,Lung cancer (Completed)
"STUDY_CHAIR, Shirish M. Gadgeel, MD, Barbara Ann Karmanos Cancer Institute","Shirish M. Gadgeel, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Doris Howell, RN PhD, Princess Margaret Hospital, University Health Network","Doris Howell, RN PhD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Babu Naidu, MBBS, Heart of England NHS Foundation Trust","Babu Naidu, MBBS",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Kevin A Camphausen, M.D., National Cancer Institute (NCI)","Kevin A Camphausen, M.D.",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Patricia RM Rocco, MD, PhD, Universidade Federal do Rio de Janeiro","Patricia RM Rocco, MD, PhD",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Aya AJROUCHE, Pharm.D, CEPHEPI, AP-HP","Aya AJROUCHE, Pharm.D",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Gregory Yanik, MD, Children's Oncology Group","Gregory Yanik, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Barb Melosky, MD, British Columbia Cancer Agency","Barb Melosky, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Udai Banerji, PhD, The Institute of Cancer Research, Royal Marsden NHS Foundation Trust","Udai Banerji, PhD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Lea Ann Matura, PhD, University of Pennsylvania","Lea Ann Matura, PhD",Lung cancer (Completed)
"STUDY_DIRECTOR, Serban Ghiorghiu, MSD, AstraZeneca","Serban Ghiorghiu, MSD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Danielle M Townsley, M.D., National Heart, Lung, and Blood Institute (NHLBI)","Danielle M Townsley, M.D.",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Anne M Traynor, MD, University of Wisconsin, Madison","Anne M Traynor, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, AULIAC JA Jean-Bernard, MD, Hôpital F. Quesnay 2 bd de Sully 78201 MANTES LA JOLIE|   STUDY_DIRECTOR, GERVAIS RG Radj, MD, Centre François Baclesse 3 avenue du Général Harris 14076 CAEN CEDEX 05","AULIAC JA Jean-Bernard, MD| GERVAIS RG Radj, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Christine Chung, M.D., University of California, San Diego|   PRINCIPAL_INVESTIGATOR, David Gianfelice, M.D., Toronto General Hospital","Christine Chung, M.D.| David Gianfelice, M.D.",Lung cancer (Completed)
"STUDY_DIRECTOR, Mary Horowitz, MD, MS, Center for International Blood and Marrow Transplant Research (CIBMTR), Medical College of Wisconsin","Mary Horowitz, MD, MS",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Rocco Trisolini, MD, Catholic University of the Sacred Hearth","Rocco Trisolini, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Betty Ferrell, PhD, City of Hope Comprehensive Cancer Center","Betty Ferrell, PhD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Yuguang HUANG, MD, Peking Union Medical College Hospital","Yuguang HUANG, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Ramaswamy Govindan, Cancer and Leukemia Group B",Ramaswamy Govindan,Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"STUDY_CHAIR, Pedro Corazza, PhD, PostGraduate Program in Dentistry","Pedro Corazza, PhD",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"STUDY_DIRECTOR, Bristol-Myers Squibb, Bristol-Myers Squibb",Bristol-Myers Squibb,Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Naiyer Rizvi, MD, Memorial Sloan Kettering Cancer Center","Naiyer Rizvi, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Leonardo Trasande, MD, MPP, NYU Sch of Med","Leonardo Trasande, MD, MPP",Lung cancer (Completed)
"STUDY_CHAIR, Alan C Perkins, PhD, Nottingham University Hospitals NHS Trust","Alan C Perkins, PhD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Matthew Schabath, Ph.D., H. Lee Moffitt Cancer Center and Research Institute","Matthew Schabath, Ph.D.",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Robert A Schnoll, PhD, University of Pennsylvania","Robert A Schnoll, PhD",Lung cancer (Completed)
"STUDY_DIRECTOR, Neal Salomon, MD, SynDevRx, Inc.","Neal Salomon, MD",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Rogerio Lilenbaum, MD, Icahn School of Medicine at Mount Sinai","Rogerio Lilenbaum, MD",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Corey Langer, MD, Fox Chase Cancer Center","Corey Langer, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Fabien Maldonado, Vanderbilt-Ingram Cancer Center",Fabien Maldonado,Lung cancer (Completed)
"STUDY_DIRECTOR, Clinical Sciences & Operations, Sanofi",Clinical Sciences & Operations,Lung cancer (Completed)
"STUDY_CHAIR, Corey J. Langer, MD, Fox Chase Cancer Center","Corey J. Langer, MD",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"STUDY_CHAIR, Aminah Jatoi, MD, Mayo Clinic","Aminah Jatoi, MD",Lung cancer (Completed)
"STUDY_DIRECTOR, Novartis Pharmaceuticals, Novartis Pharmaceuticals",Novartis Pharmaceuticals,Lung cancer (Completed)
"STUDY_DIRECTOR, Global Clinical Leader, Daiichi Sankyo, Inc.",Global Clinical Leader,Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Hyman Muss, MD, University of North Carolina Lineberger Comprehensive Cancer Center|   PRINCIPAL_INVESTIGATOR, Kirsten A Nyrop, PhD, University of North Carolina Thurston Arthritis Research Center","Hyman Muss, MD| Kirsten A Nyrop, PhD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Ying-Tai Wu, Ph.D, National Taiwan University Hospital","Ying-Tai Wu, Ph.D",Lung cancer (Completed)
"STUDY_CHAIR, Svetomir Markovic, MD, PhD, Mayo Clinic","Svetomir Markovic, MD, PhD",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Helen E Heslop, MD, Baylor College of Medicine","Helen E Heslop, MD",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"STUDY_CHAIR, Boehringer Ingelheim, Boehringer Ingelheim",Boehringer Ingelheim,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Michael Maitland, MD., Ph.d, The University of Chicago Medical Center|   PRINCIPAL_INVESTIGATOR, Michael Maitland, MD., PhD, The University of Chicago Medical Center","Michael Maitland, MD., Ph.d| Michael Maitland, MD., PhD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Axel Matzdorff, Prof.Dr., Caritasklinikum Saarbrücken, St. Theresia","Axel Matzdorff, Prof.Dr.",Lung cancer (Completed)
NA,NA,Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Helena Yu, MD, Memorial Sloan Kettering Cancer Center","Helena Yu, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Rogerio Lilenbaum, Cancer and Leukemia Group B",Rogerio Lilenbaum,Lung cancer (Completed)
"STUDY_DIRECTOR, Mary Horowitz, MD, Center for International Blood and Marrow Transplant Research","Mary Horowitz, MD",Lung cancer (Completed)
"PRINCIPAL_INVESTIGATOR, Marie-Antoinette SEVESTRE, MD, Centre Hospitalier Universitaire, Amiens|   STUDY_DIRECTOR, Dominique FARGE BANCEL, MD, GFTC|   STUDY_DIRECTOR, Jean Luc BOSSON, MD, University Hospital, Grenoble","Marie-Antoinette SEVESTRE, MD| Dominique FARGE BANCEL, MD| Jean Luc BOSSON, MD",Lung cancer (Completed)
